#
# Results on Thu, 14 Nov 2024 17:18:27 GMT
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36
# Design number was non-random = 6
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_exposure,checked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_exposure,checked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-bi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language2-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language3-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language3-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language3-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language3-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language3-multi_exposure,unchecked,1731604700828,checkbox
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_nlanguages,monolingual,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_order,first,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_dominance,yes,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_percent,gt_75,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_reading,often,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_speaking,often,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_speakingproficiency,native-like,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_understandingproficiency,native-like,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_readingproficiency,native-like,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_self-accent,none,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,Html,demographics,demographics_language1-mono_other-accent,never,1731604700828,radio button
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,1,0,demographics,NULL,PennController,0,_Trial_,End,1731604700829,NULL
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,2,0,instructions,NULL,PennController,1,_Trial_,Start,1731604700832,NULL
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,2,0,instructions,NULL,PennController,1,_Trial_,End,1731604701705,NULL
# 13. item.
# 14. sentence.
# 15. condition.
# 16. question.
# 17. correct_answer.
# 18. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,PennController,4,_Trial_,Start,1731604701706,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,NULL
# 18. Reading time.
# 19. Newline?.
# 20. Sentence (or sentence MD5).
# 21. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,1,As,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,2,Bill,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,41,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,3,hunted,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,28,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,4,the,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,5,pheasant,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,27,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,6,the,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,7,deer,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,17,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,8,ran,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,9,into,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,38,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,10,the,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,39,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,11,woods.,1731604704104,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the pheasant the deer ran into the woods.,Any addtional parameters were appended as additional columns
# 18. Whether or not answer was correct (NULL if N/A).
# 19. Time taken to answer..
# 20. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,Controller-QuestionAlt,QuestionAlt,Did Bill hunt the deer?,No,1731604704375,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,1,269,Any addtional parameters were appended as additional columns
# 18. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,4,0,trial,NULL,PennController,4,_Trial_,End,1731604704377,1,As Bill hunted the pheasant the deer ran into the woods.,late closure,Did Bill hunt the deer?,No,NULL
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,PennController,3,_Trial_,Start,1731604704380,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,NULL
# 18. Reading time.
# 19. Newline?.
# 20. Sentence (or sentence MD5).
# 21. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,1,As,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,42,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,2,Bill,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,38,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,3,hunted,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,32,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,4,the,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,18,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,5,deer,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,35,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,6,ran,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,29,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,7,into,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,35,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,8,the,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,34,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-EPDashedSentence,EPDashedSentence,9,woods.,1731604706700,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,36,false,As Bill hunted the deer ran into the woods.,Any addtional parameters were appended as additional columns
# 18. Whether or not answer was correct (NULL if N/A).
# 19. Time taken to answer..
# 20. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,Controller-QuestionAlt,QuestionAlt,Did Bill hunt the deer?,No,1731604706987,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,1,286,Any addtional parameters were appended as additional columns
# 18. Comments.
1731604707,d3ee7f746f17fc96996fdfbb4a8048f9,PennController,3,0,trial,NULL,PennController,3,_Trial_,End,1731604706989,1,As Bill hunted the deer ran into the woods.,early closure,Did Bill hunt the deer?,No,NULL
